src_ip,dst_ip,src_port,dst_port,protocol,service,payload_length,duration,is_malicious,attack_type,timestamp
104.184,10.0.0.6,51002,123,udp,ntp,1265,1.873,0,,2025-04-23T18:27:53.778578
209.141,10.0.0.16,62359,20,tcp,ftp,303,1.063,0,,2025-04-23T17:57:37.331198
192.168.213,10.0.0.11,55783,443,tcp,web,1071,0.439,0,,2025-04-23T17:51:15.871830
209.234,10.0.0.13,64272,443,tcp,web,917,1.303,0,,2025-04-23T18:11:59.734854
192.168.215,10.0.0.8,60130,8443,tcp,web,1091,1.614,1,,2025-04-23T17:57:05.893301
91.97,10.0.0.3,56910,1433,tcp,db,362,0.681,0,,2025-04-23T18:21:57.382448
192.168.129,10.0.0.16,64360,80,tcp,web,713,0.456,0,,2025-04-23T17:56:07.511657
209.61,10.0.0.2,55289,8443,tcp,web,925,0.471,0,,2025-04-23T17:46:21.540774
91.16,10.0.0.4,50655,80,tcp,web,1384,1.56,0,,2025-04-23T18:23:19.958926
91.254,10.0.0.11,63131,123,udp,ntp,324,0.966,0,,2025-04-23T17:35:26.257345
172.16.3,10.0.0.16,63186,21,tcp,ftp,1168,1.74,0,,2025-04-23T17:51:55.838406
209.242,10.0.0.9,57602,143,tcp,imap,257,1.24,1,,2025-04-23T17:32:49.159248
104.74,10.0.0.5,52458,123,udp,ntp,1343,0.485,0,,2025-04-23T17:39:55.949264
91.190,10.0.0.5,56194,443,tcp,web,475,1.272,0,,2025-04-23T18:22:47.537627
91.156,10.0.0.16,62637,3389,tcp,rdp,65,1.853,0,,2025-04-23T17:36:06.110908
209.65,10.0.0.3,52879,995,tcp,pop3,160,1.082,0,,2025-04-23T18:22:33.265220
192.168.241,10.0.0.6,54871,587,tcp,smtp,1160,0.683,1,,2025-04-23T18:25:55.874659
209.202,10.0.0.14,49410,445,tcp,smb,248,0.653,0,,2025-04-23T18:28:57.040640
91.39,10.0.0.5,63060,53,udp,dns,1249,0.411,0,,2025-04-23T18:20:01.800545
192.168.51,10.0.0.2,62035,993,tcp,imap,1399,1.905,0,,2025-04-23T18:09:01.230721
104.91,10.0.0.14,56572,21,tcp,ftp,1118,1.213,1,,2025-04-23T17:35:39.155300
104.111,10.0.0.17,58009,80,tcp,web,259,0.962,1,,2025-04-23T17:38:50.796605
192.168.30,10.0.0.12,58364,25,tcp,smtp,927,0.201,0,,2025-04-23T18:26:21.886460
91.42,10.0.0.1,58061,445,tcp,smb,996,0.795,0,,2025-04-23T18:03:26.787691
209.19,10.0.0.2,59729,445,tcp,smb,848,0.746,0,,2025-04-23T17:37:53.910971
209.47,10.0.0.2,53157,3389,tcp,rdp,150,0.436,0,,2025-04-23T18:13:22.696273
209.173,10.0.0.2,54432,123,udp,ntp,263,1.812,1,,2025-04-23T18:19:13.710484
104.91,10.0.0.9,64694,53,udp,dns,1183,1.006,0,,2025-04-23T17:38:45.233558
104.85,10.0.0.12,49327,8080,tcp,web,284,0.8,0,,2025-04-23T18:00:46.166780
192.168.127,10.0.0.12,58830,8080,tcp,web,521,0.79,0,,2025-04-23T18:12:44.005693
192.168.201,10.0.0.16,64721,445,tcp,smb,777,1.603,1,,2025-04-23T18:16:13.433811
192.168.159,10.0.0.15,54169,8080,tcp,web,709,0.343,0,,2025-04-23T17:38:38.043448
172.16.16,10.0.0.3,57361,53,udp,dns,1334,0.146,0,,2025-04-23T17:52:10.099735
104.3,10.0.0.9,65077,8080,tcp,web,503,0.572,0,,2025-04-23T18:17:51.082907
209.177,10.0.0.10,56250,8080,tcp,web,1082,0.66,1,,2025-04-23T17:44:10.322277
172.16.197,10.0.0.11,51951,1433,tcp,db,154,1.346,1,,2025-04-23T17:44:35.915221
104.146,10.0.0.1,58499,445,tcp,smb,1413,0.092,0,,2025-04-23T18:01:08.151388
172.16.167,10.0.0.14,52130,20,tcp,ftp,376,0.628,1,,2025-04-23T18:08:49.801626
91.234,10.0.0.18,53899,8080,tcp,web,1277,1.721,0,,2025-04-23T17:59:17.490475
172.16.1,10.0.0.13,53848,8443,tcp,web,1444,0.825,0,,2025-04-23T17:52:34.840800
104.86,10.0.0.3,50209,1433,tcp,db,444,0.565,1,,2025-04-23T18:06:29.174619
104.179,10.0.0.5,50577,80,tcp,web,792,1.821,0,,2025-04-23T18:10:39.460607
104.43,10.0.0.14,59354,25,tcp,smtp,888,1.049,0,,2025-04-23T17:44:25.044054
209.72,10.0.0.19,56895,80,tcp,web,615,1.84,1,,2025-04-23T17:44:04.864054
209.42,10.0.0.7,57881,443,tcp,web,515,0.927,0,,2025-04-23T18:08:20.086590
209.241,10.0.0.10,62568,143,tcp,imap,1003,1.611,0,,2025-04-23T17:36:42.346066
91.158,10.0.0.8,61350,1433,tcp,db,647,1.652,1,,2025-04-23T17:51:52.808475
172.16.99,10.0.0.20,63270,110,tcp,pop3,1010,1.571,0,,2025-04-23T18:12:39.728935
172.16.74,10.0.0.16,62658,8443,tcp,web,622,0.05,0,,2025-04-23T17:45:07.054284
172.16.212,10.0.0.13,59888,22,tcp,ssh,352,1.134,0,,2025-04-23T17:37:43.228713
91.175,10.0.0.10,59882,53,udp,dns,857,0.36,0,,2025-04-23T18:21:38.548061
209.190,10.0.0.9,56952,8080,tcp,web,1090,1.698,0,,2025-04-23T17:47:17.039920
104.232,10.0.0.8,51916,110,tcp,pop3,726,1.021,1,,2025-04-23T18:25:59.290439
192.168.31,10.0.0.16,63424,53,udp,dns,308,1.993,0,,2025-04-23T17:57:10.593869
104.101,10.0.0.4,49283,23,tcp,telnet,1383,1.87,1,,2025-04-23T18:05:02.188787
172.16.188,10.0.0.11,61661,993,tcp,imap,1289,0.942,0,,2025-04-23T17:37:55.956825
104.124,10.0.0.3,54401,23,tcp,telnet,659,0.702,0,,2025-04-23T18:10:31.200843
192.168.10,10.0.0.11,50569,22,tcp,ssh,1126,0.181,0,,2025-04-23T17:50:21.852494
91.2,10.0.0.14,58501,123,udp,ntp,1345,1.267,0,,2025-04-23T17:34:10.910615
172.16.105,10.0.0.7,49194,8443,tcp,web,1166,1.838,0,,2025-04-23T17:56:43.936519
104.143,10.0.0.12,59178,23,tcp,telnet,634,0.48,0,,2025-04-23T17:47:53.333037
172.16.99,10.0.0.1,51812,443,tcp,web,252,0.206,0,,2025-04-23T17:55:00.780135
104.80,10.0.0.5,64249,22,tcp,ssh,144,1.213,0,,2025-04-23T18:25:00.407746
91.208,10.0.0.16,53803,443,tcp,web,1418,0.655,1,,2025-04-23T18:04:27.676115
209.71,10.0.0.11,57725,20,tcp,ftp,626,1.264,0,,2025-04-23T17:33:57.956488
91.180,10.0.0.12,58624,80,tcp,web,79,1.5,1,,2025-04-23T18:08:47.112405
91.165,10.0.0.14,59228,80,tcp,web,789,1.261,0,,2025-04-23T17:33:14.763189
172.16.246,10.0.0.7,50073,8443,tcp,web,588,1.454,1,,2025-04-23T17:37:16.362422
104.185,10.0.0.2,60143,80,tcp,web,244,0.99,0,,2025-04-23T18:03:04.073408
209.68,10.0.0.3,49489,8443,tcp,web,581,1.987,0,,2025-04-23T18:10:43.929872
209.192,10.0.0.16,53680,8080,tcp,web,578,0.755,0,,2025-04-23T17:42:59.001860
192.168.117,10.0.0.8,56229,443,tcp,web,764,0.459,1,,2025-04-23T18:16:32.921785
91.70,10.0.0.20,50001,8443,tcp,web,1092,0.63,0,,2025-04-23T17:59:06.531504
209.26,10.0.0.3,50020,443,tcp,web,874,0.413,1,,2025-04-23T18:28:47.631649
172.16.225,10.0.0.2,54069,22,tcp,ssh,955,0.35,0,,2025-04-23T18:18:21.567381
172.16.149,10.0.0.11,58371,53,udp,dns,1430,0.407,1,,2025-04-23T17:38:16.059555
172.16.232,10.0.0.20,49692,443,tcp,web,815,0.478,0,,2025-04-23T18:26:20.335950
104.222,10.0.0.5,57109,80,tcp,web,671,1.396,0,,2025-04-23T17:57:31.442016
91.72,10.0.0.1,62999,8443,tcp,web,957,1.811,1,,2025-04-23T17:31:50.613978
192.168.142,10.0.0.20,53096,3389,tcp,rdp,737,1.054,0,,2025-04-23T18:28:52.043325
192.168.76,10.0.0.6,54392,21,tcp,ftp,239,0.589,1,,2025-04-23T18:09:40.817350
192.168.184,10.0.0.5,57993,25,tcp,smtp,667,0.893,1,,2025-04-23T18:26:53.112440
172.16.201,10.0.0.10,60843,8443,tcp,web,307,1.381,0,,2025-04-23T17:52:59.906886
91.54,10.0.0.7,54319,8443,tcp,web,470,1.672,1,,2025-04-23T17:44:23.132051
172.16.28,10.0.0.17,59807,995,tcp,pop3,1221,0.29,1,,2025-04-23T18:05:54.405176
209.231,10.0.0.9,58397,143,tcp,imap,608,1.648,0,,2025-04-23T17:47:22.241599
91.121,10.0.0.20,54462,53,udp,dns,1302,0.221,0,,2025-04-23T18:28:03.347305
91.41,10.0.0.9,59163,8443,tcp,web,413,0.028,0,,2025-04-23T17:52:04.573767
192.168.69,10.0.0.2,57113,8080,tcp,web,486,0.439,0,,2025-04-23T17:37:06.602007
91.71,10.0.0.14,64721,8443,tcp,web,334,1.621,0,,2025-04-23T17:40:03.235838
209.188,10.0.0.11,52765,443,tcp,web,189,0.41,0,,2025-04-23T17:49:04.593862
91.33,10.0.0.18,61786,8080,tcp,web,1159,1.829,1,,2025-04-23T17:47:36.989318
91.250,10.0.0.18,50905,22,tcp,ssh,725,0.349,0,,2025-04-23T18:07:16.174811
91.225,10.0.0.19,53347,3306,tcp,db,259,0.677,1,,2025-04-23T18:21:38.094168
104.176,10.0.0.2,60807,23,tcp,telnet,1477,0.703,0,,2025-04-23T18:14:23.451704
91.26,10.0.0.14,61290,8080,tcp,web,1279,0.63,0,,2025-04-23T17:57:14.824211
192.168.127,10.0.0.15,62755,143,tcp,imap,1097,0.346,0,,2025-04-23T18:06:33.252354
192.168.144,10.0.0.19,64693,110,tcp,pop3,807,0.723,1,,2025-04-23T18:13:58.510319
104.71,10.0.0.7,64071,110,tcp,pop3,520,1.327,0,,2025-04-23T18:29:44.064520
91.207,10.0.0.6,57990,3306,tcp,db,738,1.761,1,,2025-04-23T17:55:26.482293
192.168.50,10.0.0.20,51980,23,tcp,telnet,1062,0.337,0,,2025-04-23T17:48:49.197823
91.80,10.0.0.12,60496,8080,tcp,web,1161,0.392,1,,2025-04-23T17:38:46.511970
91.151,10.0.0.1,50901,25,tcp,smtp,987,0.98,0,,2025-04-23T17:34:48.706858
91.154,10.0.0.10,65059,22,tcp,ssh,1215,1.681,0,,2025-04-23T17:36:50.013525
192.168.171,10.0.0.20,65398,445,tcp,smb,259,0.696,0,,2025-04-23T18:05:07.960448
104.208,10.0.0.5,65287,443,tcp,web,392,1.527,0,,2025-04-23T18:29:55.404099
104.164,10.0.0.15,51417,8443,tcp,web,78,0.742,0,,2025-04-23T17:41:46.530288
172.16.108,10.0.0.16,56012,22,tcp,ssh,951,1.023,0,,2025-04-23T17:51:12.587876
172.16.38,10.0.0.4,49450,25,tcp,smtp,518,0.081,1,,2025-04-23T18:27:53.645225
209.139,10.0.0.19,59065,3389,tcp,rdp,693,0.651,0,,2025-04-23T17:40:33.002020
172.16.133,10.0.0.10,61182,3389,tcp,rdp,752,0.067,0,,2025-04-23T18:27:54.486663
209.226,10.0.0.3,55218,22,tcp,ssh,725,1.25,0,,2025-04-23T17:43:27.044072
104.225,10.0.0.10,61666,123,udp,ntp,352,1.043,1,,2025-04-23T17:47:44.391311
209.235,10.0.0.5,60916,80,tcp,web,594,1.479,1,,2025-04-23T18:03:05.922169
91.231,10.0.0.11,54436,3306,tcp,db,888,1.012,0,,2025-04-23T17:40:33.652596
209.186,10.0.0.19,57286,8443,tcp,web,588,1.884,0,,2025-04-23T17:41:35.395742
104.22,10.0.0.7,59274,22,tcp,ssh,1299,0.536,0,,2025-04-23T17:31:23.206914
209.191,10.0.0.20,53970,3389,tcp,rdp,540,0.277,1,,2025-04-23T17:59:52.222919
172.16.231,10.0.0.16,63291,80,tcp,web,588,1.657,0,,2025-04-23T17:48:30.857607
209.151,10.0.0.7,62891,1433,tcp,db,192,0.993,0,,2025-04-23T17:46:41.740734
172.16.13,10.0.0.8,60051,53,udp,dns,1351,0.553,0,,2025-04-23T17:35:27.316237
209.47,10.0.0.17,65469,110,tcp,pop3,779,0.271,1,,2025-04-23T17:41:23.868137
91.91,10.0.0.11,60053,110,tcp,pop3,1012,1.226,1,,2025-04-23T17:47:34.600309
172.16.117,10.0.0.1,61820,20,tcp,ftp,467,1.49,0,,2025-04-23T17:33:42.266040
104.140,10.0.0.5,63184,22,tcp,ssh,1144,0.56,0,,2025-04-23T18:12:59.161266
91.136,10.0.0.7,65161,80,tcp,web,251,1.671,0,,2025-04-23T17:32:20.276434
104.154,10.0.0.5,64211,123,udp,ntp,531,1.513,1,,2025-04-23T17:56:16.715904
192.168.83,10.0.0.4,62835,8443,tcp,web,993,1.28,0,,2025-04-23T18:16:21.330636
91.180,10.0.0.10,56633,123,udp,ntp,533,1.218,0,,2025-04-23T17:33:27.347675
104.214,10.0.0.10,61510,445,tcp,smb,216,1.938,1,,2025-04-23T18:26:06.944039
209.115,10.0.0.20,56924,20,tcp,ftp,1151,1.602,1,,2025-04-23T18:13:21.144542
91.185,10.0.0.14,58580,8080,tcp,web,412,1.059,0,,2025-04-23T18:29:49.597078
172.16.94,10.0.0.20,55807,25,tcp,smtp,1242,0.407,1,,2025-04-23T17:54:14.561768
209.178,10.0.0.14,57508,443,tcp,web,781,0.489,0,,2025-04-23T17:33:28.697868
172.16.82,10.0.0.19,53193,23,tcp,telnet,1121,1.625,1,,2025-04-23T18:14:54.993399
172.16.113,10.0.0.13,51037,3389,tcp,rdp,121,0.369,0,,2025-04-23T18:29:38.628173
91.246,10.0.0.14,50649,123,udp,ntp,628,1.715,1,,2025-04-23T18:11:26.558003
209.77,10.0.0.12,60519,443,tcp,web,358,0.455,0,,2025-04-23T18:10:20.673540
209.73,10.0.0.11,50004,445,tcp,smb,529,1.903,0,,2025-04-23T17:59:30.655177
104.55,10.0.0.17,58198,80,tcp,web,1238,1.677,0,,2025-04-23T18:00:30.034098
104.179,10.0.0.14,64203,20,tcp,ftp,267,1.133,1,,2025-04-23T17:41:24.998434
209.235,10.0.0.13,56157,123,udp,ntp,901,0.157,1,,2025-04-23T18:30:16.601487
91.140,10.0.0.9,60740,8080,tcp,web,1316,0.235,0,,2025-04-23T17:40:10.634248
192.168.13,10.0.0.2,53554,143,tcp,imap,956,0.194,0,,2025-04-23T18:18:00.339720
104.163,10.0.0.10,49601,8443,tcp,web,1113,1.706,0,,2025-04-23T17:31:41.564236
209.9,10.0.0.12,55371,80,tcp,web,1414,0.468,0,,2025-04-23T18:28:23.861342
192.168.200,10.0.0.5,63106,25,tcp,smtp,1370,1.76,1,,2025-04-23T17:47:56.961973
172.16.51,10.0.0.13,50676,5432,tcp,db,1209,1.746,0,,2025-04-23T17:37:15.031975
172.16.126,10.0.0.8,50326,8080,tcp,web,1020,0.722,0,,2025-04-23T18:01:13.523452
192.168.29,10.0.0.2,49320,443,tcp,web,279,0.377,0,,2025-04-23T17:54:10.541649
91.61,10.0.0.8,54612,1433,tcp,db,946,1.549,0,,2025-04-23T18:30:00.781187
209.238,10.0.0.13,55742,445,tcp,smb,1402,1.514,0,,2025-04-23T17:48:12.808924
91.159,10.0.0.16,64946,993,tcp,imap,762,1.567,0,,2025-04-23T17:38:18.772951
209.192,10.0.0.17,54327,53,udp,dns,207,0.506,0,,2025-04-23T17:50:50.866062
172.16.243,10.0.0.16,64667,22,tcp,ssh,1256,1.092,0,,2025-04-23T17:48:45.624192
209.175,10.0.0.9,61193,995,tcp,pop3,822,1.59,0,,2025-04-23T18:02:46.832133
104.51,10.0.0.8,54063,443,tcp,web,1499,0.229,1,,2025-04-23T17:38:07.400663
192.168.74,10.0.0.2,65532,995,tcp,pop3,1293,0.055,0,,2025-04-23T18:20:27.802152
104.73,10.0.0.2,50197,3389,tcp,rdp,82,1.199,0,,2025-04-23T18:00:48.505913
172.16.113,10.0.0.4,52190,80,tcp,web,1078,0.115,1,,2025-04-23T18:20:57.767356
192.168.128,10.0.0.10,59551,443,tcp,web,70,0.388,0,,2025-04-23T18:25:07.173223
91.55,10.0.0.18,54698,8080,tcp,web,241,0.841,1,,2025-04-23T18:19:03.995412
104.161,10.0.0.9,53865,21,tcp,ftp,1275,0.479,1,,2025-04-23T17:40:45.813962
209.113,10.0.0.1,63938,53,udp,dns,976,1.292,0,,2025-04-23T18:27:12.064348
192.168.119,10.0.0.5,53896,143,tcp,imap,286,1.893,0,,2025-04-23T17:39:23.817027
192.168.192,10.0.0.7,49768,23,tcp,telnet,307,0.969,1,,2025-04-23T17:45:58.815652
104.65,10.0.0.5,64674,1433,tcp,db,75,0.084,0,,2025-04-23T18:26:05.142852
91.44,10.0.0.17,64524,8080,tcp,web,1027,1.793,1,,2025-04-23T18:00:19.157330
172.16.75,10.0.0.7,65424,123,udp,ntp,489,0.192,0,,2025-04-23T17:44:21.461368
91.228,10.0.0.11,58601,995,tcp,pop3,837,0.013,0,,2025-04-23T18:17:09.333280
209.25,10.0.0.17,54940,123,udp,ntp,549,0.426,0,,2025-04-23T17:54:35.023440
192.168.226,10.0.0.8,49168,22,tcp,ssh,906,1.19,0,,2025-04-23T18:27:56.915474
104.39,10.0.0.1,53873,25,tcp,smtp,1427,0.312,1,,2025-04-23T18:13:48.151206
104.87,10.0.0.5,60923,80,tcp,web,405,0.579,1,,2025-04-23T18:25:58.798356
104.186,10.0.0.7,58710,23,tcp,telnet,1112,0.329,0,,2025-04-23T18:06:13.051951
104.215,10.0.0.8,52176,3389,tcp,rdp,886,1.077,0,,2025-04-23T17:43:33.668541
192.168.160,10.0.0.10,61791,123,udp,ntp,1225,1.0,0,,2025-04-23T18:06:44.234949
104.133,10.0.0.3,53932,995,tcp,pop3,841,0.029,0,,2025-04-23T18:27:49.293411
209.225,10.0.0.12,65262,443,tcp,web,651,1.317,0,,2025-04-23T18:17:11.570005
91.178,10.0.0.16,58417,587,tcp,smtp,420,1.103,0,,2025-04-23T18:14:36.882776
91.112,10.0.0.10,58901,25,tcp,smtp,1068,1.567,0,,2025-04-23T17:35:22.637788
192.168.121,10.0.0.15,56111,8443,tcp,web,1399,1.786,0,,2025-04-23T18:21:56.974099
209.39,10.0.0.10,59565,8080,tcp,web,1347,1.216,0,,2025-04-23T18:17:49.136852
172.16.37,10.0.0.6,58882,3306,tcp,db,1437,0.227,0,,2025-04-23T17:47:59.033299
192.168.224,10.0.0.13,65446,8443,tcp,web,868,1.996,0,,2025-04-23T18:14:00.711371
209.146,10.0.0.3,64514,22,tcp,ssh,1136,1.737,0,,2025-04-23T17:50:49.301916
209.5,10.0.0.11,60881,8080,tcp,web,500,0.017,1,,2025-04-23T18:24:01.207343
91.101,10.0.0.6,54927,22,tcp,ssh,1265,1.226,0,,2025-04-23T18:24:49.512560
91.24,10.0.0.7,63225,143,tcp,imap,620,1.32,0,,2025-04-23T17:53:31.901857
104.69,10.0.0.10,63238,993,tcp,imap,907,0.516,0,,2025-04-23T18:20:45.106587
104.76,10.0.0.9,64678,3389,tcp,rdp,1335,1.779,1,,2025-04-23T17:53:03.495750
91.81,10.0.0.4,60878,445,tcp,smb,1212,0.683,1,,2025-04-23T18:28:45.580671
104.253,10.0.0.20,51845,110,tcp,pop3,1370,0.819,1,,2025-04-23T17:56:00.810305
209.47,10.0.0.7,64503,8080,tcp,web,469,0.003,0,,2025-04-23T18:25:19.491340
192.168.12,10.0.0.3,55165,22,tcp,ssh,1439,0.611,1,,2025-04-23T18:07:15.813884
104.249,10.0.0.6,49642,1433,tcp,db,1211,0.869,1,,2025-04-23T17:41:02.642853
192.168.222,10.0.0.18,55394,22,tcp,ssh,379,1.076,0,,2025-04-23T18:09:06.463317
209.49,10.0.0.6,59905,80,tcp,web,1134,0.263,0,,2025-04-23T18:05:01.809768
104.210,10.0.0.9,51515,993,tcp,imap,558,1.724,0,,2025-04-23T17:44:39.905502
104.146,10.0.0.4,57626,22,tcp,ssh,1394,0.21,0,,2025-04-23T18:06:40.448836
192.168.84,10.0.0.17,58517,21,tcp,ftp,532,0.723,1,,2025-04-23T18:15:19.391437
104.45,10.0.0.16,49722,80,tcp,web,785,0.833,0,,2025-04-23T17:58:55.983659
209.249,10.0.0.9,54259,3389,tcp,rdp,327,1.831,0,,2025-04-23T17:57:00.656949
172.16.216,10.0.0.16,64419,80,tcp,web,1357,1.752,0,,2025-04-23T17:42:09.966536
91.98,10.0.0.11,52370,3389,tcp,rdp,335,1.475,1,,2025-04-23T18:11:34.363991
209.168,10.0.0.7,63068,443,tcp,web,1084,1.313,0,,2025-04-23T18:11:08.334010
192.168.184,10.0.0.9,58814,143,tcp,imap,795,0.475,1,,2025-04-23T18:22:55.352007
91.226,10.0.0.4,58472,110,tcp,pop3,1494,1.796,1,,2025-04-23T17:44:03.364741
172.16.131,10.0.0.19,55387,8080,tcp,web,329,1.157,0,,2025-04-23T17:50:41.621783
104.193,10.0.0.10,56038,53,udp,dns,1098,0.837,0,,2025-04-23T17:44:51.865025
172.16.158,10.0.0.20,57266,8443,tcp,web,458,0.006,1,,2025-04-23T17:31:54.283485
172.16.21,10.0.0.7,55170,443,tcp,web,1088,0.506,0,,2025-04-23T17:47:20.601033
172.16.226,10.0.0.7,59314,8080,tcp,web,744,0.988,0,,2025-04-23T18:15:35.404796
172.16.248,10.0.0.14,51369,995,tcp,pop3,1004,1.522,1,,2025-04-23T18:18:08.741188
91.165,10.0.0.8,60799,80,tcp,web,191,0.669,0,,2025-04-23T17:48:38.787596
192.168.150,10.0.0.7,57680,3389,tcp,rdp,442,1.67,0,,2025-04-23T17:33:39.794861
192.168.233,10.0.0.10,51547,8080,tcp,web,187,0.041,0,,2025-04-23T18:22:13.364827
104.237,10.0.0.4,57356,995,tcp,pop3,380,0.771,0,,2025-04-23T18:15:46.950336
91.183,10.0.0.3,61805,53,udp,dns,1182,1.35,0,,2025-04-23T18:08:40.973535
91.21,10.0.0.19,51237,143,tcp,imap,1244,0.022,0,,2025-04-23T18:30:35.069622
209.7,10.0.0.8,51277,5432,tcp,db,581,0.035,0,,2025-04-23T18:19:29.115570
104.45,10.0.0.12,60629,8443,tcp,web,278,0.113,0,,2025-04-23T17:31:08.002448
91.77,10.0.0.8,65111,8080,tcp,web,799,1.731,0,,2025-04-23T17:37:02.885735
104.40,10.0.0.5,59597,80,tcp,web,1100,0.072,0,,2025-04-23T17:48:08.277553
104.22,10.0.0.5,60233,123,udp,ntp,209,0.115,0,,2025-04-23T17:53:55.931574
104.44,10.0.0.5,52820,445,tcp,smb,1113,1.364,0,,2025-04-23T17:39:51.239572
172.16.18,10.0.0.13,50226,443,tcp,web,332,0.881,1,,2025-04-23T18:23:37.540100
209.147,10.0.0.13,50228,23,tcp,telnet,1435,0.951,0,,2025-04-23T17:40:14.016443
104.179,10.0.0.13,65328,21,tcp,ftp,691,1.099,0,,2025-04-23T18:00:10.803360
209.42,10.0.0.5,59471,3306,tcp,db,537,1.845,0,,2025-04-23T18:11:18.964236
192.168.95,10.0.0.1,59132,25,tcp,smtp,1181,0.786,0,,2025-04-23T18:22:46.248190
172.16.135,10.0.0.11,50563,20,tcp,ftp,127,1.876,0,,2025-04-23T17:59:02.690893
172.16.114,10.0.0.13,49628,22,tcp,ssh,812,1.297,0,,2025-04-23T17:51:01.748547
172.16.163,10.0.0.16,51853,110,tcp,pop3,1363,0.982,1,,2025-04-23T18:01:01.015678
104.191,10.0.0.18,50202,23,tcp,telnet,520,0.906,0,,2025-04-23T17:45:08.075253
104.89,10.0.0.1,62075,8080,tcp,web,981,0.478,1,,2025-04-23T17:54:44.739279
192.168.135,10.0.0.19,61614,3306,tcp,db,553,1.669,0,,2025-04-23T18:03:11.528905
91.77,10.0.0.17,58387,23,tcp,telnet,649,0.748,0,,2025-04-23T18:15:22.827294
172.16.96,10.0.0.10,63522,80,tcp,web,1202,1.091,0,,2025-04-23T18:20:12.521818
104.218,10.0.0.16,52915,110,tcp,pop3,813,1.226,0,,2025-04-23T18:26:08.731834
91.10,10.0.0.11,58960,22,tcp,ssh,1103,0.814,1,,2025-04-23T17:31:50.658387
104.52,10.0.0.15,61471,80,tcp,web,1439,0.31,1,,2025-04-23T18:30:29.781057
91.48,10.0.0.17,51765,8080,tcp,web,151,0.563,0,,2025-04-23T17:35:22.304822
104.114,10.0.0.1,56095,123,udp,ntp,229,0.421,0,,2025-04-23T18:21:45.832019
104.92,10.0.0.17,60998,123,udp,ntp,642,1.303,1,,2025-04-23T18:17:43.272730
192.168.213,10.0.0.13,56504,23,tcp,telnet,600,0.174,1,,2025-04-23T18:16:38.197420
91.61,10.0.0.9,64407,20,tcp,ftp,1251,1.03,0,,2025-04-23T18:03:44.779858
104.108,10.0.0.15,64695,143,tcp,imap,654,0.376,1,,2025-04-23T17:41:14.368695
192.168.53,10.0.0.14,52821,8443,tcp,web,1387,0.109,0,,2025-04-23T17:31:38.283017
91.130,10.0.0.19,57046,3389,tcp,rdp,489,1.589,0,,2025-04-23T17:45:53.493626
104.50,10.0.0.12,50178,8443,tcp,web,1004,1.389,0,,2025-04-23T17:56:09.914116
104.238,10.0.0.14,61633,8443,tcp,web,1480,1.109,0,,2025-04-23T18:29:40.659103
172.16.109,10.0.0.11,50034,8443,tcp,web,1408,1.425,1,,2025-04-23T17:43:08.648770
172.16.79,10.0.0.12,61617,25,tcp,smtp,186,0.419,0,,2025-04-23T18:00:48.726411
209.207,10.0.0.1,60453,8443,tcp,web,1274,0.965,0,,2025-04-23T18:17:06.854531
192.168.99,10.0.0.2,53116,993,tcp,imap,1371,1.521,0,,2025-04-23T17:31:42.112408
91.67,10.0.0.10,60979,23,tcp,telnet,278,0.313,0,,2025-04-23T17:42:35.665771
209.120,10.0.0.15,62236,8080,tcp,web,302,0.772,0,,2025-04-23T17:40:19.419389
192.168.64,10.0.0.10,60784,22,tcp,ssh,954,1.426,0,,2025-04-23T17:37:11.313374
172.16.163,10.0.0.17,55811,80,tcp,web,1457,0.421,0,,2025-04-23T17:31:59.006436
104.251,10.0.0.6,49533,22,tcp,ssh,624,0.578,1,,2025-04-23T17:34:08.067460
209.36,10.0.0.2,61003,443,tcp,web,1156,1.477,0,,2025-04-23T17:53:39.086989
209.52,10.0.0.9,49907,8443,tcp,web,718,1.949,0,,2025-04-23T18:25:50.040870
209.171,10.0.0.4,55710,587,tcp,smtp,736,0.06,0,,2025-04-23T17:55:45.040630
172.16.234,10.0.0.19,60040,80,tcp,web,406,1.689,0,,2025-04-23T18:16:01.747764
104.198,10.0.0.8,58939,587,tcp,smtp,173,0.457,0,,2025-04-23T18:10:15.781990
104.169,10.0.0.19,57606,993,tcp,imap,886,1.973,0,,2025-04-23T18:14:38.202544
91.85,10.0.0.16,53853,8080,tcp,web,736,0.925,0,,2025-04-23T17:53:55.585743
192.168.159,10.0.0.17,50678,22,tcp,ssh,1414,0.816,0,,2025-04-23T18:12:59.867878
172.16.234,10.0.0.1,51897,995,tcp,pop3,455,0.857,0,,2025-04-23T18:25:15.333962
172.16.24,10.0.0.2,50659,3389,tcp,rdp,1490,1.36,0,,2025-04-23T18:23:28.785405
209.125,10.0.0.10,51457,443,tcp,web,1084,1.197,1,,2025-04-23T17:56:13.705034
209.101,10.0.0.14,51159,8443,tcp,web,789,1.054,0,,2025-04-23T18:02:16.471565
209.28,10.0.0.2,54500,3389,tcp,rdp,1387,1.775,0,,2025-04-23T17:36:59.121939
192.168.197,10.0.0.6,54271,80,tcp,web,874,1.959,0,,2025-04-23T18:26:54.075832
172.16.26,10.0.0.9,62416,23,tcp,telnet,1415,0.328,0,,2025-04-23T18:09:15.988425
91.156,10.0.0.4,50904,3306,tcp,db,922,1.731,1,,2025-04-23T18:28:39.045519
